sex,age,height,weight,duration,heart_rate,body_temp,calorie_burn_rate,calories
male,27,185.0,85.0,9.0,86.0,39.6,2.888888888888889,26.0
male,23,177.0,84.0,28.0,117.0,40.9,7.392857142857143,207.0
male,47,195.0,101.0,27.0,114.0,40.9,8.481481481481481,229.0
male,47,172.0,72.0,23.0,103.0,40.5,6.173913043478261,142.0
female,32,153.0,53.0,29.0,101.0,40.8,5.758620689655173,167.0
female,71,154.0,59.0,9.0,85.0,39.8,4.666666666666667,42.0
female,68,164.0,67.0,30.0,110.0,41.2,7.166666666666667,215.0
male,29,184.0,93.0,8.0,88.0,40.0,3.5,28.0
female,28,163.0,60.0,29.0,96.0,41.0,5.068965517241379,147.0
female,47,168.0,70.0,7.0,82.0,39.5,3.7142857142857144,26.0
female,23,154.0,52.0,19.0,103.0,40.6,5.842105263157895,111.0
male,22,188.0,89.0,23.0,101.0,40.8,5.043478260869565,116.0
female,77,159.0,61.0,28.0,114.0,40.8,7.821428571428571,219.0
male,24,196.0,94.0,23.0,102.0,40.7,5.391304347826087,124.0
female,72,170.0,73.0,5.0,90.0,39.1,5.0,25.0
female,31,166.0,69.0,8.0,78.0,39.8,3.0,24.0
female,20,172.0,70.0,21.0,112.0,40.9,6.476190476190476,136.0
male,49,184.0,88.0,14.0,85.0,40.2,3.9285714285714284,55.0
male,48,176.0,82.0,9.0,83.0,40.0,3.4444444444444446,31.0
female,78,157.0,56.0,4.0,79.0,38.7,4.25,17.0
female,47,145.0,47.0,7.0,84.0,39.6,4.285714285714286,30.0
male,47,187.0,87.0,16.0,103.0,40.2,6.5,104.0
male,38,173.0,74.0,15.0,94.0,40.0,4.466666666666667,67.0
female,45,140.0,50.0,10.0,87.0,39.8,4.5,45.0
male,25,191.0,95.0,28.0,105.0,40.8,5.928571428571429,166.0
female,20,169.0,64.0,2.0,83.0,37.9,3.5,7.0
male,63,211.0,113.0,26.0,109.0,40.7,8.73076923076923,227.0
female,23,179.0,75.0,4.0,89.0,38.8,4.0,16.0
female,23,149.0,47.0,28.0,114.0,40.8,7.071428571428571,198.0
male,20,182.0,83.0,14.0,91.0,40.2,3.2857142857142856,46.0
female,75,169.0,69.0,27.0,100.0,40.4,6.185185185185185,167.0
male,79,186.0,92.0,4.0,80.0,38.9,4.75,19.0
male,29,180.0,82.0,19.0,103.0,40.5,5.526315789473684,105.0
male,24,182.0,78.0,28.0,105.0,40.8,5.5,154.0
female,46,156.0,57.0,5.0,89.0,39.1,4.6,23.0
female,23,168.0,67.0,17.0,101.0,40.7,5.411764705882353,92.0
female,44,149.0,51.0,11.0,86.0,39.9,4.363636363636363,48.0
male,20,194.0,91.0,21.0,97.0,40.8,4.380952380952381,92.0
female,31,160.0,60.0,12.0,95.0,40.2,5.0,60.0
female,36,160.0,62.0,8.0,82.0,39.6,3.625,29.0
female,69,169.0,67.0,29.0,111.0,40.7,7.275862068965517,211.0
female,29,150.0,54.0,21.0,101.0,40.3,5.714285714285714,120.0
female,24,154.0,56.0,26.0,106.0,40.9,6.115384615384615,159.0
female,41,171.0,69.0,15.0,95.0,40.5,5.066666666666666,76.0
male,25,179.0,81.0,16.0,98.0,40.3,4.5625,73.0
male,28,194.0,95.0,29.0,106.0,40.8,6.206896551724138,180.0
female,32,168.0,62.0,28.0,106.0,40.8,6.178571428571429,173.0
female,22,157.0,53.0,9.0,89.0,39.6,4.333333333333333,39.0
male,33,188.0,98.0,27.0,111.0,40.5,7.2592592592592595,196.0
male,58,194.0,95.0,23.0,106.0,40.5,7.6521739130434785,176.0
male,54,181.0,87.0,17.0,98.0,40.4,6.117647058823529,104.0
male,21,197.0,99.0,15.0,99.0,40.1,4.933333333333334,74.0
male,50,190.0,93.0,18.0,90.0,40.3,4.833333333333333,87.0
female,29,153.0,58.0,14.0,101.0,40.1,5.642857142857143,79.0
male,56,177.0,84.0,25.0,103.0,40.5,6.88,172.0
male,36,206.0,103.0,5.0,84.0,39.0,3.4,17.0
female,71,159.0,59.0,23.0,103.0,40.6,6.565217391304348,151.0
female,47,176.0,77.0,13.0,87.0,40.2,4.230769230769231,55.0
female,40,138.0,42.0,3.0,82.0,38.3,4.0,12.0
male,40,184.0,82.0,26.0,103.0,41.1,6.076923076923077,158.0
female,27,160.0,55.0,23.0,105.0,40.6,6.086956521739131,140.0
male,63,178.0,76.0,6.0,87.0,39.1,4.666666666666667,28.0
female,23,168.0,68.0,7.0,81.0,39.4,3.2857142857142856,23.0
female,65,166.0,62.0,11.0,90.0,39.6,5.0,55.0
male,20,176.0,73.0,18.0,97.0,40.9,4.0,72.0
female,26,155.0,47.0,4.0,86.0,38.9,4.25,17.0
female,55,169.0,71.0,9.0,91.0,39.7,4.888888888888889,44.0
female,20,165.0,59.0,29.0,100.0,41.0,5.344827586206897,155.0
male,44,187.0,85.0,2.0,80.0,38.0,3.0,6.0
male,52,182.0,86.0,28.0,104.0,40.3,6.892857142857143,193.0
female,61,171.0,72.0,6.0,80.0,39.2,3.8333333333333335,23.0
male,21,181.0,79.0,19.0,103.0,40.4,5.105263157894737,97.0
male,26,173.0,77.0,23.0,103.0,40.2,5.260869565217392,121.0
male,51,188.0,84.0,5.0,89.0,38.7,4.6,23.0
female,21,169.0,66.0,10.0,98.0,40.1,5.1,51.0
female,52,156.0,61.0,25.0,102.0,40.7,6.12,153.0
female,20,156.0,56.0,22.0,99.0,40.3,5.2727272727272725,116.0
male,33,195.0,94.0,12.0,81.0,40.3,2.6666666666666665,32.0
female,59,186.0,85.0,16.0,89.0,40.4,4.5,72.0
female,46,154.0,57.0,11.0,97.0,40.2,5.545454545454546,61.0
male,24,190.0,93.0,30.0,100.0,40.9,5.066666666666666,152.0
male,66,184.0,86.0,25.0,106.0,40.4,7.84,196.0
male,34,191.0,96.0,29.0,111.0,40.7,7.275862068965517,211.0
female,43,169.0,68.0,11.0,89.0,39.7,4.454545454545454,49.0
female,78,171.0,74.0,16.0,95.0,40.4,5.625,90.0
female,32,160.0,61.0,27.0,114.0,40.6,7.037037037037037,190.0
female,59,157.0,58.0,24.0,110.0,40.4,7.125,171.0
male,40,198.0,104.0,29.0,110.0,40.7,7.586206896551724,220.0
female,44,180.0,76.0,11.0,89.0,40.1,4.363636363636363,48.0
male,20,192.0,92.0,10.0,85.0,39.8,2.6,26.0
female,49,164.0,64.0,19.0,105.0,40.4,6.315789473684211,120.0
male,31,203.0,105.0,29.0,113.0,40.8,7.620689655172414,221.0
male,27,200.0,96.0,22.0,107.0,40.3,6.318181818181818,139.0
male,58,186.0,85.0,12.0,95.0,40.1,5.75,69.0
male,48,182.0,88.0,17.0,102.0,40.4,6.411764705882353,109.0
female,45,163.0,58.0,5.0,84.0,38.9,4.2,21.0
female,33,159.0,58.0,22.0,99.0,40.7,5.5,121.0
female,25,179.0,74.0,3.0,85.0,38.9,3.6666666666666665,11.0
female,38,170.0,59.0,26.0,115.0,40.8,7.269230769230769,189.0
male,58,176.0,77.0,11.0,90.0,40.0,4.818181818181818,53.0
female,58,173.0,71.0,2.0,74.0,38.2,3.0,6.0
male,70,185.0,83.0,1.0,74.0,38.1,3.0,3.0
male,53,170.0,73.0,16.0,96.0,40.0,5.4375,87.0
female,40,165.0,64.0,2.0,79.0,38.3,3.5,7.0
female,35,175.0,72.0,24.0,95.0,40.7,4.916666666666667,118.0
female,24,147.0,50.0,24.0,106.0,40.5,6.208333333333333,149.0
male,42,171.0,75.0,28.0,111.0,41.0,7.214285714285714,202.0
male,70,180.0,77.0,9.0,100.0,40.0,7.0,63.0
male,28,195.0,100.0,22.0,107.0,41.0,6.454545454545454,142.0
male,40,191.0,88.0,18.0,101.0,40.3,5.888888888888889,106.0
female,51,160.0,63.0,2.0,82.0,38.3,4.0,8.0
male,76,197.0,99.0,5.0,78.0,39.3,4.4,22.0
female,74,158.0,62.0,12.0,93.0,39.7,5.5,66.0
male,35,196.0,102.0,21.0,107.0,40.5,6.857142857142857,144.0
male,71,196.0,97.0,23.0,110.0,40.7,8.956521739130435,206.0
male,44,191.0,92.0,11.0,97.0,39.7,5.545454545454546,61.0
female,35,161.0,61.0,9.0,89.0,39.6,4.444444444444445,40.0
female,51,166.0,70.0,22.0,92.0,40.9,4.909090909090909,108.0
male,31,196.0,95.0,23.0,100.0,40.9,5.434782608695652,125.0
male,48,177.0,77.0,21.0,101.0,40.3,6.0476190476190474,127.0
male,25,177.0,75.0,15.0,93.0,40.5,3.6666666666666665,55.0
male,32,186.0,91.0,21.0,108.0,40.5,6.619047619047619,139.0
female,36,152.0,53.0,6.0,83.0,39.2,3.8333333333333335,23.0
male,28,181.0,82.0,16.0,103.0,40.3,5.5,88.0
female,40,157.0,60.0,7.0,89.0,39.9,4.571428571428571,32.0
male,59,180.0,81.0,30.0,109.0,40.9,7.866666666666666,236.0
male,27,198.0,93.0,25.0,112.0,40.5,7.04,176.0
female,39,156.0,62.0,29.0,94.0,41.0,5.0,145.0
female,49,160.0,64.0,8.0,93.0,39.2,5.0,40.0
male,45,182.0,87.0,15.0,90.0,40.0,4.466666666666667,67.0
male,26,155.0,61.0,23.0,105.0,40.6,5.217391304347826,120.0
male,34,184.0,78.0,19.0,97.0,40.5,4.7894736842105265,91.0
male,23,174.0,74.0,13.0,94.0,40.4,3.6923076923076925,48.0
male,56,200.0,101.0,28.0,112.0,40.9,8.607142857142858,241.0
female,61,181.0,78.0,25.0,98.0,40.8,5.6,140.0
female,22,169.0,66.0,28.0,114.0,40.7,6.785714285714286,190.0
female,32,152.0,53.0,28.0,100.0,40.9,5.642857142857143,158.0
male,60,200.0,107.0,21.0,98.0,40.4,6.809523809523809,143.0
male,23,169.0,73.0,25.0,102.0,40.7,4.88,122.0
female,30,171.0,65.0,19.0,102.0,40.7,5.684210526315789,108.0
female,46,175.0,75.0,16.0,91.0,40.3,4.625,74.0
female,70,156.0,59.0,28.0,105.0,40.6,6.785714285714286,190.0
female,22,164.0,58.0,27.0,107.0,40.8,6.148148148148148,166.0
male,24,176.0,80.0,27.0,105.0,40.6,5.555555555555555,150.0
female,50,177.0,73.0,6.0,88.0,39.3,4.333333333333333,26.0
female,25,156.0,51.0,22.0,99.0,40.7,5.454545454545454,120.0
male,43,190.0,97.0,27.0,105.0,41.0,6.814814814814815,184.0
female,59,172.0,73.0,23.0,107.0,40.3,6.608695652173913,152.0
female,46,152.0,56.0,18.0,102.0,40.1,6.055555555555555,109.0
male,68,189.0,95.0,16.0,103.0,40.3,7.6875,123.0
male,65,172.0,74.0,9.0,92.0,40.0,5.444444444444445,49.0
female,46,171.0,74.0,8.0,95.0,39.6,5.125,41.0
male,53,191.0,101.0,21.0,106.0,40.7,7.571428571428571,159.0
female,22,166.0,61.0,18.0,97.0,40.3,5.055555555555555,91.0
male,26,184.0,86.0,9.0,89.0,39.6,3.3333333333333335,30.0
male,65,175.0,76.0,6.0,94.0,39.2,5.833333333333333,35.0
female,20,168.0,65.0,15.0,94.0,40.1,4.6,69.0
female,29,178.0,77.0,15.0,95.0,40.4,4.733333333333333,71.0
female,30,181.0,77.0,29.0,113.0,40.8,6.689655172413793,194.0
female,42,162.0,62.0,14.0,97.0,40.4,5.357142857142857,75.0
male,24,166.0,70.0,9.0,91.0,39.6,3.2222222222222223,29.0
female,41,173.0,69.0,17.0,92.0,40.0,4.764705882352941,81.0
male,22,201.0,98.0,28.0,102.0,40.7,5.392857142857143,151.0
female,58,158.0,57.0,12.0,89.0,40.0,4.916666666666667,59.0
female,26,155.0,58.0,14.0,88.0,39.9,4.214285714285714,59.0
female,41,172.0,61.0,28.0,102.0,40.9,5.928571428571429,166.0
female,27,157.0,54.0,17.0,96.0,40.2,5.117647058823529,87.0
female,71,179.0,78.0,6.0,83.0,39.4,4.166666666666667,25.0
female,74,174.0,79.0,4.0,90.0,38.8,5.0,20.0
female,29,159.0,59.0,21.0,100.0,40.5,5.523809523809524,116.0
male,32,176.0,79.0,3.0,85.0,38.7,3.0,9.0
female,61,174.0,69.0,10.0,90.0,39.4,4.9,49.0
male,25,187.0,87.0,2.0,79.0,38.2,2.0,4.0
male,23,200.0,98.0,14.0,90.0,40.3,3.642857142857143,51.0
female,38,182.0,71.0,3.0,78.0,38.8,3.0,9.0
male,37,200.0,100.0,12.0,91.0,40.1,4.5,54.0
male,32,176.0,80.0,25.0,99.0,40.8,5.04,126.0
male,26,180.0,81.0,7.0,92.0,39.5,3.7142857142857144,26.0
female,51,160.0,58.0,11.0,87.0,39.7,4.545454545454546,50.0
female,50,175.0,77.0,2.0,77.0,38.4,3.0,6.0
male,65,181.0,79.0,6.0,85.0,39.1,4.5,27.0
female,26,144.0,44.0,15.0,88.0,40.2,4.4,66.0
female,78,178.0,75.0,24.0,96.0,41.1,5.75,138.0
male,40,199.0,105.0,20.0,105.0,40.8,6.85,137.0
female,48,151.0,48.0,21.0,105.0,40.6,6.523809523809524,137.0
female,46,153.0,51.0,30.0,115.0,40.8,7.533333333333333,226.0
male,42,182.0,78.0,20.0,95.0,40.6,4.85,97.0
male,79,186.0,88.0,5.0,91.0,39.5,6.2,31.0
female,39,158.0,54.0,26.0,105.0,40.8,6.3076923076923075,164.0
male,53,174.0,82.0,29.0,112.0,40.9,8.03448275862069,233.0
female,75,166.0,73.0,21.0,108.0,40.4,7.0,147.0
female,25,171.0,69.0,12.0,92.0,39.9,4.416666666666667,53.0
female,54,174.0,68.0,9.0,95.0,39.4,5.333333333333333,48.0
male,39,190.0,88.0,16.0,96.0,40.3,5.0625,81.0
female,28,152.0,54.0,21.0,104.0,40.7,6.0,126.0
male,76,191.0,96.0,2.0,83.0,37.7,5.0,10.0
male,24,196.0,96.0,30.0,114.0,41.0,7.266666666666667,218.0
female,62,171.0,66.0,23.0,103.0,40.4,6.304347826086956,145.0
male,25,179.0,76.0,11.0,90.0,40.3,3.272727272727273,36.0
male,63,190.0,91.0,5.0,86.0,39.1,4.8,24.0
male,20,193.0,93.0,4.0,82.0,39.0,2.25,9.0
male,73,201.0,109.0,10.0,87.0,40.0,5.8,58.0
female,56,167.0,67.0,3.0,85.0,38.9,4.333333333333333,13.0
male,25,187.0,81.0,15.0,101.0,40.3,5.0,75.0
female,29,160.0,60.0,26.0,100.0,40.7,5.5,143.0
male,42,177.0,87.0,29.0,114.0,41.1,7.931034482758621,230.0
female,50,174.0,76.0,25.0,104.0,40.6,6.08,152.0
female,22,168.0,66.0,4.0,87.0,38.5,4.0,16.0
female,45,167.0,66.0,23.0,98.0,40.4,5.478260869565218,126.0
male,76,210.0,116.0,10.0,93.0,40.0,7.0,70.0
female,65,155.0,59.0,10.0,95.0,40.0,5.6,56.0
female,55,157.0,54.0,28.0,111.0,40.7,7.214285714285714,202.0
female,23,168.0,61.0,8.0,90.0,39.6,4.375,35.0
female,31,175.0,65.0,15.0,95.0,39.8,4.933333333333334,74.0
female,26,161.0,51.0,28.0,109.0,41.0,6.535714285714286,183.0
male,32,179.0,78.0,12.0,88.0,39.7,3.3333333333333335,40.0
female,27,173.0,68.0,26.0,97.0,40.8,5.038461538461538,131.0
male,47,192.0,93.0,13.0,95.0,40.3,5.461538461538462,71.0
male,24,191.0,93.0,17.0,110.0,40.5,6.588235294117647,112.0
female,22,188.0,81.0,16.0,97.0,40.3,4.75,76.0
female,21,151.0,55.0,30.0,106.0,40.8,6.066666666666666,182.0
female,51,166.0,67.0,11.0,89.0,39.5,4.636363636363637,51.0
male,77,186.0,90.0,4.0,91.0,38.8,6.25,25.0
male,48,184.0,83.0,19.0,92.0,40.7,4.7894736842105265,91.0
male,42,184.0,86.0,14.0,92.0,39.9,4.571428571428571,64.0
male,35,160.0,67.0,4.0,81.0,38.8,2.25,9.0
male,35,183.0,79.0,13.0,90.0,40.0,3.769230769230769,49.0
female,44,169.0,67.0,24.0,88.0,40.9,4.375,105.0
female,25,162.0,63.0,4.0,83.0,39.1,3.5,14.0
female,27,160.0,57.0,23.0,112.0,40.7,6.782608695652174,156.0
female,75,158.0,59.0,29.0,107.0,40.8,7.068965517241379,205.0
female,25,159.0,59.0,21.0,96.0,40.9,5.0,105.0
female,32,144.0,49.0,5.0,90.0,39.0,4.6,23.0
male,22,186.0,87.0,22.0,104.0,40.8,5.454545454545454,120.0
female,22,159.0,58.0,9.0,87.0,39.4,4.0,36.0
male,34,198.0,103.0,25.0,99.0,40.8,5.64,141.0
male,55,181.0,78.0,23.0,108.0,41.0,7.434782608695652,171.0
male,20,191.0,97.0,21.0,92.0,40.4,3.761904761904762,79.0
male,23,186.0,82.0,11.0,92.0,39.9,3.5454545454545454,39.0
female,49,185.0,79.0,27.0,102.0,41.2,5.814814814814815,157.0
female,22,184.0,84.0,21.0,97.0,40.4,4.714285714285714,99.0
female,32,153.0,51.0,12.0,101.0,40.4,5.75,69.0
male,73,180.0,88.0,8.0,75.0,39.3,3.5,28.0
male,29,186.0,79.0,9.0,84.0,39.6,2.5555555555555554,23.0
male,21,184.0,86.0,30.0,106.0,40.7,5.7,171.0
male,69,185.0,85.0,30.0,113.0,40.7,9.033333333333333,271.0
male,69,190.0,93.0,26.0,108.0,40.9,8.461538461538462,220.0
male,32,181.0,76.0,15.0,99.0,40.6,4.933333333333334,74.0
female,32,159.0,59.0,8.0,93.0,39.8,4.875,39.0
female,44,166.0,60.0,7.0,91.0,39.8,4.857142857142857,34.0
female,34,180.0,74.0,13.0,94.0,40.0,4.769230769230769,62.0
female,34,156.0,57.0,23.0,100.0,40.5,5.6521739130434785,130.0
male,44,191.0,92.0,15.0,92.0,40.1,4.8,72.0
female,79,183.0,78.0,10.0,103.0,39.7,6.5,65.0
female,61,161.0,57.0,18.0,97.0,40.1,5.777777777777778,104.0
male,66,178.0,84.0,24.0,109.0,40.5,8.25,198.0
female,35,163.0,62.0,18.0,100.0,40.1,5.555555555555555,100.0
male,20,167.0,70.0,18.0,91.0,40.7,3.0555555555555554,55.0
female,27,173.0,67.0,17.0,104.0,40.3,5.823529411764706,99.0
male,52,189.0,85.0,25.0,105.0,40.6,7.0,175.0
female,42,163.0,63.0,11.0,83.0,40.0,3.909090909090909,43.0
male,23,176.0,82.0,27.0,116.0,40.8,7.185185185185185,194.0
male,59,181.0,88.0,24.0,96.0,40.7,6.041666666666667,145.0
female,36,171.0,63.0,23.0,105.0,40.7,6.130434782608695,141.0
male,37,185.0,80.0,18.0,105.0,40.7,6.166666666666667,111.0
female,67,161.0,60.0,12.0,86.0,40.4,4.666666666666667,56.0
female,25,175.0,70.0,20.0,105.0,40.4,5.85,117.0
female,49,181.0,75.0,8.0,88.0,40.0,4.375,35.0
female,37,174.0,75.0,19.0,106.0,40.4,6.052631578947368,115.0
male,77,193.0,97.0,13.0,87.0,39.9,5.769230769230769,75.0
male,56,189.0,98.0,6.0,83.0,39.2,4.166666666666667,25.0
female,66,185.0,86.0,17.0,92.0,40.3,4.9411764705882355,84.0
female,32,185.0,85.0,8.0,87.0,39.8,3.875,31.0
male,26,182.0,86.0,26.0,102.0,40.7,5.3076923076923075,138.0
male,26,175.0,72.0,22.0,96.0,40.7,4.136363636363637,91.0
female,50,170.0,70.0,26.0,100.0,40.6,5.730769230769231,149.0
male,29,188.0,84.0,16.0,95.0,40.4,4.375,70.0
male,35,174.0,76.0,12.0,97.0,40.2,4.75,57.0
female,29,161.0,61.0,15.0,91.0,40.3,4.533333333333333,68.0
female,35,169.0,67.0,13.0,96.0,40.1,5.076923076923077,66.0
female,54,175.0,74.0,14.0,96.0,39.6,5.357142857142857,75.0
female,25,167.0,60.0,4.0,92.0,39.0,4.5,18.0
male,28,199.0,95.0,29.0,109.0,41.2,6.655172413793103,193.0
male,24,177.0,79.0,28.0,104.0,40.7,5.392857142857143,151.0
male,52,175.0,75.0,18.0,102.0,40.5,6.333333333333333,114.0
male,25,173.0,71.0,5.0,84.0,39.2,2.2,11.0
male,71,202.0,111.0,7.0,85.0,39.5,5.428571428571429,38.0
male,38,172.0,76.0,25.0,109.0,40.4,6.76,169.0
male,23,173.0,78.0,3.0,88.0,38.7,3.0,9.0
female,67,162.0,63.0,5.0,87.0,39.3,4.8,24.0
male,50,190.0,100.0,27.0,104.0,40.8,7.074074074074074,191.0
female,44,161.0,60.0,2.0,89.0,38.4,4.5,9.0
male,46,175.0,71.0,8.0,98.0,39.7,5.375,43.0
male,52,189.0,90.0,22.0,96.0,40.5,5.7727272727272725,127.0
female,22,169.0,64.0,11.0,85.0,40.1,3.727272727272727,41.0
male,23,188.0,87.0,22.0,105.0,40.8,5.636363636363637,124.0
male,76,193.0,98.0,16.0,95.0,40.2,6.9375,111.0
female,36,161.0,56.0,17.0,91.0,40.4,4.705882352941177,80.0
male,50,206.0,111.0,25.0,117.0,40.5,9.28,232.0
female,22,167.0,67.0,21.0,95.0,40.1,4.761904761904762,100.0
female,20,180.0,72.0,4.0,90.0,38.6,4.0,16.0
female,68,173.0,74.0,22.0,102.0,40.1,6.2272727272727275,137.0
male,68,194.0,99.0,4.0,80.0,38.6,4.25,17.0
male,35,164.0,68.0,4.0,79.0,38.8,2.0,8.0
female,23,172.0,71.0,17.0,94.0,40.6,4.588235294117647,78.0
female,37,161.0,57.0,3.0,78.0,38.7,3.3333333333333335,10.0
male,51,184.0,92.0,3.0,80.0,38.5,3.3333333333333335,10.0
male,33,188.0,83.0,17.0,93.0,40.5,4.235294117647059,72.0
female,55,160.0,64.0,30.0,105.0,40.8,6.433333333333334,193.0
male,51,174.0,74.0,26.0,109.0,40.6,7.3076923076923075,190.0
female,31,170.0,66.0,24.0,101.0,40.6,5.541666666666667,133.0
female,39,158.0,56.0,24.0,109.0,40.7,6.708333333333333,161.0
female,45,179.0,72.0,16.0,89.0,40.4,4.4375,71.0
female,32,170.0,68.0,1.0,76.0,37.7,3.0,3.0
male,50,166.0,74.0,7.0,88.0,39.7,4.142857142857143,29.0
female,32,179.0,76.0,29.0,101.0,41.0,5.448275862068965,158.0
male,54,167.0,69.0,8.0,87.0,39.8,4.0,32.0
male,34,181.0,79.0,19.0,100.0,40.3,5.2631578947368425,100.0
male,20,196.0,102.0,2.0,81.0,38.0,2.0,4.0
female,25,162.0,61.0,23.0,107.0,40.5,6.173913043478261,142.0
male,25,175.0,78.0,28.0,108.0,40.9,6.0,168.0
female,37,170.0,73.0,7.0,88.0,39.5,4.142857142857143,29.0
male,29,193.0,89.0,8.0,88.0,39.4,3.375,27.0
female,32,156.0,56.0,23.0,113.0,40.5,7.0,161.0
male,29,186.0,89.0,18.0,97.0,40.4,4.777777777777778,86.0
male,77,184.0,90.0,10.0,91.0,39.6,6.2,62.0
male,26,171.0,67.0,18.0,93.0,40.7,3.5555555555555554,64.0
male,25,174.0,73.0,15.0,105.0,40.2,5.466666666666667,82.0
male,58,198.0,104.0,7.0,88.0,39.6,5.142857142857143,36.0
female,32,173.0,68.0,10.0,87.0,39.9,4.1,41.0
male,27,182.0,79.0,3.0,89.0,38.9,3.3333333333333335,10.0
female,57,161.0,61.0,23.0,102.0,40.5,6.217391304347826,143.0
female,42,175.0,74.0,17.0,98.0,40.2,5.352941176470588,91.0
female,25,167.0,65.0,14.0,94.0,39.8,4.714285714285714,66.0
female,31,170.0,67.0,22.0,108.0,40.6,6.318181818181818,139.0
female,67,146.0,53.0,13.0,90.0,40.3,5.230769230769231,68.0
female,63,161.0,57.0,2.0,86.0,38.7,4.5,9.0
male,58,187.0,93.0,2.0,81.0,38.0,4.0,8.0
female,53,151.0,60.0,20.0,96.0,40.5,5.5,110.0
female,23,155.0,55.0,18.0,93.0,40.2,4.722222222222222,85.0
female,48,166.0,61.0,20.0,100.0,40.6,5.8,116.0
female,69,160.0,61.0,2.0,81.0,38.4,4.0,8.0
female,46,170.0,71.0,27.0,114.0,40.7,7.148148148148148,193.0
female,63,160.0,61.0,8.0,88.0,40.0,4.75,38.0
female,71,176.0,71.0,7.0,87.0,39.4,4.714285714285714,33.0
male,47,201.0,104.0,28.0,107.0,41.0,7.464285714285714,209.0
female,26,132.0,36.0,5.0,91.0,39.2,4.8,24.0
male,59,175.0,80.0,17.0,101.0,40.2,6.647058823529412,113.0
male,41,178.0,81.0,10.0,80.0,39.9,2.6,26.0
female,63,166.0,68.0,26.0,108.0,40.8,6.846153846153846,178.0
male,36,195.0,93.0,5.0,89.0,39.2,4.0,20.0
male,41,172.0,74.0,25.0,109.0,40.5,6.84,171.0
male,75,178.0,75.0,22.0,106.0,40.3,8.045454545454545,177.0
male,53,182.0,86.0,18.0,96.0,40.5,5.722222222222222,103.0
male,24,188.0,84.0,26.0,113.0,40.9,6.846153846153846,178.0
female,36,180.0,75.0,19.0,98.0,40.6,5.2105263157894735,99.0
male,23,164.0,64.0,22.0,99.0,40.9,4.2727272727272725,94.0
female,29,164.0,62.0,27.0,107.0,40.9,6.222222222222222,168.0
male,48,173.0,75.0,9.0,93.0,39.6,4.777777777777778,43.0
female,62,147.0,54.0,7.0,80.0,39.5,4.0,28.0
female,61,165.0,67.0,29.0,104.0,41.1,6.413793103448276,186.0
female,20,153.0,56.0,18.0,95.0,40.4,4.888888888888889,88.0
female,79,163.0,63.0,8.0,86.0,39.9,4.875,39.0
female,68,163.0,59.0,28.0,107.0,40.8,6.964285714285714,195.0
female,26,173.0,66.0,26.0,104.0,41.0,5.8076923076923075,151.0
female,37,144.0,47.0,17.0,96.0,40.0,5.411764705882353,92.0
male,24,191.0,89.0,5.0,87.0,39.0,3.0,15.0
male,22,187.0,89.0,21.0,99.0,40.3,4.761904761904762,100.0
female,70,156.0,55.0,10.0,86.0,39.7,4.8,48.0
female,43,180.0,74.0,10.0,92.0,40.0,4.7,47.0
female,56,162.0,63.0,20.0,110.0,40.7,7.0,140.0
male,30,182.0,79.0,13.0,101.0,40.2,5.230769230769231,68.0
female,26,164.0,61.0,17.0,94.0,40.5,4.764705882352941,81.0
male,63,169.0,70.0,15.0,95.0,40.6,5.733333333333333,86.0
male,22,181.0,78.0,15.0,87.0,40.3,2.6666666666666665,40.0
female,21,157.0,51.0,12.0,91.0,39.9,4.5,54.0
female,64,155.0,60.0,21.0,102.0,40.6,6.333333333333333,133.0
male,42,183.0,88.0,22.0,106.0,40.3,6.7272727272727275,148.0
female,20,151.0,51.0,27.0,101.0,41.1,5.555555555555555,150.0
female,34,160.0,62.0,4.0,87.0,38.6,4.25,17.0
female,43,157.0,60.0,28.0,110.0,40.9,6.821428571428571,191.0
female,27,160.0,56.0,18.0,111.0,40.4,6.722222222222222,121.0
female,62,175.0,70.0,17.0,94.0,40.3,5.294117647058823,90.0
female,42,147.0,50.0,18.0,99.0,40.5,5.777777777777778,104.0
female,46,146.0,55.0,5.0,92.0,39.1,5.0,25.0
male,46,185.0,90.0,17.0,94.0,40.4,5.176470588235294,88.0
male,78,193.0,94.0,17.0,97.0,40.3,7.235294117647059,123.0
male,21,172.0,69.0,3.0,92.0,38.6,3.3333333333333335,10.0
female,59,155.0,59.0,26.0,105.0,40.8,6.576923076923077,171.0
female,40,174.0,68.0,5.0,87.0,38.9,4.2,21.0
male,69,189.0,95.0,15.0,95.0,40.4,6.533333333333333,98.0
male,36,193.0,89.0,9.0,78.0,39.9,2.2222222222222223,20.0
male,63,180.0,82.0,10.0,90.0,39.7,5.2,52.0
female,21,161.0,60.0,19.0,101.0,40.3,5.473684210526316,104.0
female,47,175.0,69.0,29.0,117.0,41.1,7.517241379310345,218.0
male,75,186.0,88.0,17.0,97.0,40.6,7.0,119.0
female,43,166.0,62.0,8.0,86.0,39.4,4.25,34.0
male,52,194.0,94.0,15.0,92.0,40.1,5.266666666666667,79.0
female,24,193.0,83.0,5.0,82.0,38.7,3.2,16.0
female,46,150.0,50.0,4.0,76.0,38.9,3.25,13.0
male,55,182.0,81.0,4.0,93.0,38.8,5.25,21.0
male,21,185.0,84.0,15.0,100.0,40.0,4.733333333333333,71.0
